"VARIANT","REGION","HABPVR","PVCODE","PVREF"
"NC",6,"CDC421","CDS821","622"
"NC",6,"CDC421","CDS821","639"
"NC",6,"CDC421","CDS821","640"
"NC",6,"CDC421","CDS822","639"
"NC",6,"CDC421","CDS831","626"
"NC",6,"CDC421","CDS831","639"
"NC",6,"CDC421","CDS832","626"
"NC",6,"CDC421","CDS832","639"
"NC",6,"CDC421","CDS833","626"
"NC",6,"CDC421","CDS833","639"
"NC",6,"CDC421","CDS911","640"
"NC",6,"CDC421","CDSD","622"
"NC",6,"CDC421","CDSD","639"
"NC",6,"CDC421","CDSD","640"
"NC",6,"","CE","639"
"NC",6,"","CEC0","639"
"NC",6,"","CEC1","639"
"NC",6,"","CEC2","639"
"NC",6,"","CEF0","639"
"NC",6,"","CEF1","639"
"NC",6,"","CEF111","627"
"NC",6,"","CEF111","632"
"NC",6,"","CEF111","639"
"NC",6,"","CEF111","640"
"NC",6,"","CEF2","639"
"NC",6,"","CEF2","640"
"NC",6,"","CEF211","609"
"NC",6,"","CEF211","627"
"NC",6,"","CEF211","631"
"NC",6,"","CEF211","639"
"NC",6,"","CEF221","615"
"NC",6,"","CEF221","639"
"NC",6,"","CEF221","640"
"NC",6,"","CEF222","626"
"NC",6,"","CEF222","639"
"NC",6,"","CEF231","639"
"NC",6,"","CEF3","639"
"NC",6,"","CEF311","615"
"NC",6,"","CEF311","639"
"NC",6,"","CEF311","640"
"NC",6,"","CEF321","618"
"NC",6,"","CEF321","639"
"NC",6,"","CEF331","622"
"NC",6,"","CEF331","639"
"NC",6,"","CEF331","640"
"NC",6,"","CEF332","624"
"NC",6,"","CEF332","639"
"NC",6,"","CEF332","640"
"NC",6,"","CEF333","624"
"NC",6,"","CEF333","639"
"NC",6,"","CEF333","640"
"NC",6,"","CEF334","624"
"NC",6,"","CEF334","639"
"NC",6,"","CEF334","640"
"NC",6,"","CEF335","624"
"NC",6,"","CEF335","639"
"NC",6,"","CEF335","640"
"NC",6,"","CEF336","640"
"NC",6,"","CEF341","621"
"NC",6,"","CEF341","639"
"NC",6,"","CEF4","639"
"NC",6,"","CEF411","615"
"NC",6,"","CEF411","639"
"NC",6,"","CEF411","640"
"NC",6,"","CEF412","640"
"NC",6,"","CEF421","627"
"NC",6,"","CEF421","639"
"NC",6,"","CEF422","626"
"NC",6,"","CEF422","627"
"NC",6,"","CEF422","639"
"NC",6,"","CEF423","627"
"NC",6,"","CEF423","639"
"NC",6,"","CEF424","626"
"NC",6,"","CEF424","639"
"NC",6,"","CEF425","640"
"NC",6,"","CEF426","640"
"NC",6,"","CEF431","639"
"NC",6,"","CEF432","639"
"NC",6,"","CEF433","639"
"NC",6,"","CEF434","639"
"NC",6,"","CEF435","639"
"NC",6,"","CEF435","640"
"NC",6,"","CEF436","640"
"NC",6,"","CEF437","640"
"NC",6,"","CEF441","631"
"NC",6,"","CEF511","640"
"NC",6,"","CEFM","639"
"NC",6,"","CEFW","639"
"NC",6,"","CEG0","639"
"NC",6,"","CEG1","639"
"NC",6,"","CEG111","639"
"NC",6,"","CEG121","626"
"NC",6,"","CEG121","639"
"NC",6,"","CEG131","640"
"NC",6,"","CEG2","639"
"NC",6,"","CEG201","640"
"NC",6,"","CEG211","639"
"NC",6,"","CEG3","639"
"NC",6,"","CEG310","639"
"NC",6,"","CEG311","609"
"NC",6,"","CEG311","626"
"NC",6,"","CEG311","627"
"NC",6,"","CEG311","631"
"NC",6,"","CEG311","639"
"NC",6,"","CEG312","615"
"NC",6,"","CEG312","639"
"NC",6,"","CEG312","640"
"NC",6,"","CEG321","639"
"NC",6,"","CEG322","639"
"NC",6,"","CEG323","640"
"NC",6,"","CEG411","640"
"NC",6,"","CEG412","640"
"NC",6,"","CEG413","640"
"NC",6,"","CEG414","640"
"NC",6,"","CEM0","639"
"NC",6,"","CEM1","639"
"NC",6,"","CEM111","617"
"NC",6,"","CEM111","639"
"NC",6,"","CEM121","624"
"NC",6,"","CEM121","639"
"NC",6,"","CEM121","640"
"NC",6,"","CEM122","640"
"NC",6,"","CEM123","640"
"NC",6,"","CEM124","640"
"NC",6,"","CEM125","640"
"NC",6,"","CEM126","640"
"NC",6,"","CEM2","639"
"NC",6,"","CEM201","640"
"NC",6,"","CEM211","609"
"NC",6,"","CEM211","624"
"NC",6,"","CEM211","626"
"NC",6,"","CEM211","627"
"NC",6,"","CEM211","639"
"NC",6,"","CEM211","640"
"NC",6,"","CEM212","639"
"NC",6,"","CEM213","639"
"NC",6,"","CEM221","617"
"NC",6,"","CEM221","639"
"NC",6,"","CEM222","617"
"NC",6,"","CEM222","639"
"NC",6,"","CEM3","639"
"NC",6,"","CEM311","617"
"NC",6,"","CEM311","639"
"NC",6,"","CEM312","617"
"NC",6,"","CEM312","639"
"NC",6,"","CEM313","640"
"NC",6,"","CERR","639"
"NC",6,"","CERS","639"
"NC",6,"","CERX","639"
"NC",6,"","CES0","639"
"NC",6,"","CES1","639"
"NC",6,"","CES111","609"
"NC",6,"","CES111","631"
"NC",6,"","CES111","639"
"NC",6,"","CES112","626"
"NC",6,"","CES112","639"
"NC",6,"","CES113","626"
"NC",6,"","CES113","639"
"NC",6,"","CES121","632"
"NC",6,"","CES121","639"
"NC",6,"","CES131","615"
"NC",6,"","CES131","639"
"NC",6,"","CES131","640"
"NC",6,"","CES141","639"
"NC",6,"","CES142","639"
"NC",6,"","CES143","639"
"NC",6,"","CES151","631"
"NC",6,"","CES2","639"
"NC",6,"","CES2","640"
"NC",6,"","CES210","627"
"NC",6,"","CES210","639"
"NC",6,"","CES211","609"
"NC",6,"","CES211","626"
"NC",6,"","CES211","627"
"NC",6,"","CES211","631"
"NC",6,"","CES211","639"
"NC",6,"","CES212","618"
"NC",6,"","CES212","639"
"NC",6,"","CES213","626"
"NC",6,"","CES213","639"
"NC",6,"","CES214","640"
"NC",6,"","CES215","640"
"NC",6,"","CES221","615"
"NC",6,"","CES221","622"
"NC",6,"","CES221","639"
"NC",6,"","CES221","640"
"NC",6,"","CES231","632"
"NC",6,"","CES231","639"
"NC",6,"","CES232","639"
"NC",6,"","CES3","639"
"NC",6,"","CES311","604"
"NC",6,"","CES311","622"
"NC",6,"","CES311","628"
"NC",6,"","CES311","639"
"NC",6,"","CES311","640"
"NC",6,"","CES312","609"
"NC",6,"","CES312","631"
"NC",6,"","CES312","639"
"NC",6,"","CES313","627"
"NC",6,"","CES313","639"
"NC",6,"","CES314","622"
"NC",6,"","CES314","639"
"NC",6,"","CES314","640"
"NC",6,"","CES315","615"
"NC",6,"","CES315","639"
"NC",6,"","CES315","640"
"NC",6,"","CES316","640"
"NC",6,"","CES321","618"
"NC",6,"","CES321","639"
"NC",6,"","CES331","639"
"NC",6,"","CES341","626"
"NC",6,"","CES341","639"
"NC",6,"","CES342","626"
"NC",6,"","CES342","639"
"NC",6,"","CES4","639"
"NC",6,"","CES411","604"
"NC",6,"","CES411","622"
"NC",6,"","CES411","628"
"NC",6,"","CES411","639"
"NC",6,"","CES411","640"
"NC",6,"","CES412","609"
"NC",6,"","CES412","627"
"NC",6,"","CES412","639"
"NC",6,"","CES413","609"
"NC",6,"","CES413","626"
"NC",6,"","CES413","639"
"NC",6,"","CES414","622"
"NC",6,"","CES414","639"
"NC",6,"","CES414","640"
"NC",6,"","CES415","615"
"NC",6,"","CES415","639"
"NC",6,"","CES415","640"
"NC",6,"","CES421","632"
"NC",6,"","CES421","639"
"NC",6,"","CES422","626"
"NC",6,"","CES422","627"
"NC",6,"","CES422","639"
"NC",6,"","CES423","626"
"NC",6,"","CES423","639"
"NC",6,"","CES424","626"
"NC",6,"","CES424","639"
"NC",6,"","CES425","626"
"NC",6,"","CES425","639"
"NC",6,"","CES426","626"
"NC",6,"","CES426","639"
"NC",6,"","CES427","640"
"NC",6,"","CES428","640"
"NC",6,"","CES429","640"
"NC",6,"","CES5","639"
"NC",6,"","CES511","624"
"NC",6,"","CES511","639"
"NC",6,"","CES511","640"
"NC",6,"","CES6","639"
"NC",6,"","CES610","640"
"NC",6,"","CES611","609"
"NC",6,"","CES611","631"
"NC",6,"","CES611","639"
"NC",6,"","CES612","640"
"NC",6,"","CES621","618"
"NC",6,"","CES621","639"
"NC",6,"","CES631","639"
"NC",6,"","CES7","639"
"NC",6,"","CES710","640"
"NC",6,"","CES8","640"
"NC",6,"","CEX104","639"
"NC",6,"","CEX204","639"
"NC",6,"","CF","639"
"NC",6,"","CFC0","639"
"NC",6,"","CFC1","639"
"NC",6,"","CFC121","641"
"NC",6,"","CFC151","603"
"NC",6,"","CFC151","639"
"NC",6,"","CFC2","639"
"NC",6,"","CFC221","641"
"NC",6,"","CFC251","607"
"NC",6,"","CFC251","616"
"NC",6,"","CFC251","639"
"NC",6,"","CFC251","647"
"NC",6,"","CFC3","639"
"NC",6,"","CFC311","616"
"NC",6,"","CFC311","639"
"NC",6,"","CFC311","647"
"NC",6,"","CFC311","648"
"NC",6,"","CFC4","639"
"NC",6,"","CFC411","639"
"NC",6,"","CFC412","636"
"NC",6,"","CFC412","639"
"NC",6,"","CFF0","639"
"NC",6,"","CFF1","639"
"NC",6,"","CFF111","618"
"NC",6,"","CFF111","639"
"NC",6,"","CFF141","635"
"NC",6,"","CFF141","639"
"NC",6,"","CFF151","639"
"NC",6,"","CFF152","603"
"NC",6,"","CFF152","607"
"NC",6,"","CFF152","608"
"NC",6,"","CFF152","616"
"NC",6,"","CFF152","639"
"NC",6,"","CFF152","647"
"NC",6,"","CFF152","648"
"NC",6,"","CFF153","607"
"NC",6,"","CFF153","616"
"NC",6,"","CFF153","639"
"NC",6,"","CFF153","647"
"NC",6,"","CFF154","621"
"NC",6,"","CFF154","639"
"NC",6,"","CFF155","648"
"NC",6,"","CFF155","650"
"NC",6,"","CFF161","636"
"NC",6,"","CFF161","639"
"NC",6,"","CFF162","626"
"NC",6,"","CFF162","639"
"NC",6,"","CFF2","639"
"NC",6,"","CFF211","618"
"NC",6,"","CFF211","639"
"NC",6,"","CFF221","641"
"NC",6,"","CFF250","621"
"NC",6,"","CFF250","639"
"NC",6,"","CFF251","603"
"NC",6,"","CFF251","639"
"NC",6,"","CFF252","603"
"NC",6,"","CFF252","639"
"NC",6,"","CFF253","608"
"NC",6,"","CFF253","639"
"NC",6,"","CFF254","626"
"NC",6,"","CFF254","639"
"NC",6,"","CFF3","639"
"NC",6,"","CFF311","618"
"NC",6,"","CFF311","621"
"NC",6,"","CFF311","639"
"NC",6,"","CFF312","636"
"NC",6,"","CFF312","639"
"NC",6,"","CFF321","635"
"NC",6,"","CFF321","639"
"NC",6,"","CFF4","639"
"NC",6,"","CFF450","621"
"NC",6,"","CFF450","639"
"NC",6,"","CFF5","639"
"NC",6,"","CFF6","639"
"NC",6,"","CFF611","618"
"NC",6,"","CFF611","639"
"NC",6,"","CFF612","618"
"NC",6,"","CFF612","639"
"NC",6,"","CFF613","648"
"NC",6,"","CFF613","650"
"NC",6,"","CFF911","618"
"NC",6,"","CFF911","639"
"NC",6,"","CFFM","639"
"NC",6,"","CFFS","639"
"NC",6,"","CFGO","639"
"NC",6,"","CFM0","639"
"NC",6,"","CFM1","639"
"NC",6,"","CFM111","618"
"NC",6,"","CFM111","621"
"NC",6,"","CFM111","639"
"NC",6,"","CFRR","639"
"NC",6,"","CFRS","639"
"NC",6,"","CFRX","639"
"NC",6,"","CFS0","639"
"NC",6,"","CFS1","639"
"NC",6,"","CFS110","621"
"NC",6,"","CFS110","639"
"NC",6,"","CFS151","607"
"NC",6,"","CFS151","608"
"NC",6,"","CFS151","616"
"NC",6,"","CFS151","636"
"NC",6,"","CFS151","639"
"NC",6,"","CFS151","647"
"NC",6,"","CFS151","648"
"NC",6,"","CFS152","608"
"NC",6,"","CFS152","636"
"NC",6,"","CFS152","639"
"NC",6,"","CFS154","618"
"NC",6,"","CFS154","621"
"NC",6,"","CFS154","639"
"NC",6,"","CFS155","618"
"NC",6,"","CFS155","639"
"NC",6,"","CFS156","618"
"NC",6,"","CFS156","639"
"NC",6,"","CFS2","639"
"NC",6,"","CFS211","618"
"NC",6,"","CFS211","621"
"NC",6,"","CFS211","639"
"NC",6,"","CFS212","618"
"NC",6,"","CFS212","621"
"NC",6,"","CFS212","639"
"NC",6,"","CFS213","618"
"NC",6,"","CFS213","639"
"NC",6,"","CFS214","618"
"NC",6,"","CFS214","621"
"NC",6,"","CFS214","639"
"NC",6,"","CFS215","618"
"NC",6,"","CFS215","639"
"NC",6,"","CFS216","618"
"NC",6,"","CFS216","621"
"NC",6,"","CFS216","636"
"NC",6,"","CFS216","639"
"NC",6,"","CFS217","618"
"NC",6,"","CFS217","639"
"NC",6,"","CFS218","618"
"NC",6,"","CFS218","621"
"NC",6,"","CFS218","639"
"NC",6,"","CFS219","618"
"NC",6,"","CFS219","639"
"NC",6,"","CFS220","618"
"NC",6,"","CFS220","639"
"NC",6,"","CFS221","621"
"NC",6,"","CFS221","639"
"NC",6,"","CFS222","621"
"NC",6,"","CFS222","639"
"NC",6,"","CFS223","621"
"NC",6,"","CFS223","639"
"NC",6,"","CFS224","621"
"NC",6,"","CFS224","639"
"NC",6,"","CFS225","621"
"NC",6,"","CFS225","639"
"NC",6,"","CFS226","621"
"NC",6,"","CFS226","639"
"NC",6,"","CFS228","621"
"NC",6,"","CFS228","639"
"NC",6,"","CFS229","621"
"NC",6,"","CFS229","639"
"NC",6,"","CFS230","621"
"NC",6,"","CFS230","639"
"NC",6,"","CFS231","621"
"NC",6,"","CFS231","639"
"NC",6,"","CFS232","626"
"NC",6,"","CFS232","639"
"NC",6,"","CFS233","626"
"NC",6,"","CFS233","639"
"NC",6,"","CFS234","626"
"NC",6,"","CFS234","639"
"NC",6,"","CFS241","636"
"NC",6,"","CFS241","639"
"NC",6,"","CFS242","636"
"NC",6,"","CFS242","639"
"NC",6,"","CFS251","603"
"NC",6,"","CFS251","607"
"NC",6,"","CFS251","608"
"NC",6,"","CFS251","616"
"NC",6,"","CFS251","639"
"NC",6,"","CFS251","647"
"NC",6,"","CFS251","648"
"NC",6,"","CFS252","639"
"NC",6,"","CFS253","603"
"NC",6,"","CFS253","607"
"NC",6,"","CFS253","616"
"NC",6,"","CFS253","639"
"NC",6,"","CFS253","647"
"NC",6,"","CFS254","607"
"NC",6,"","CFS254","608"
"NC",6,"","CFS254","616"
"NC",6,"","CFS254","639"
"NC",6,"","CFS254","647"
"NC",6,"","CFS254","648"
"NC",6,"","CFS255","607"
"NC",6,"","CFS255","608"
"NC",6,"","CFS255","616"
"NC",6,"","CFS255","639"
"NC",6,"","CFS255","647"
"NC",6,"","CFS255","648"
"NC",6,"","CFS256","607"
"NC",6,"","CFS256","608"
"NC",6,"","CFS256","616"
"NC",6,"","CFS256","639"
"NC",6,"","CFS256","647"
"NC",6,"","CFS256","648"
"NC",6,"","CFS257","608"
"NC",6,"","CFS257","639"
"NC",6,"","CFS258","609"
"NC",6,"","CFS258","639"
"NC",6,"","CFS259","639"
"NC",6,"","CFS260","639"
"NC",6,"","CFS3","639"
"NC",6,"","CFS311","618"
"NC",6,"","CFS311","639"
"NC",6,"","CFS321","636"
"NC",6,"","CFS321","639"
"NC",6,"","CFS351","607"
"NC",6,"","CFS351","608"
"NC",6,"","CFS351","616"
"NC",6,"","CFS351","626"
"NC",6,"","CFS351","639"
"NC",6,"","CFS351","647"
"NC",6,"","CFS351","648"
"NC",6,"","CFS352","621"
"NC",6,"","CFS352","639"
"NC",6,"","CFS4","639"
"NC",6,"","CFS411","636"
"NC",6,"","CFS411","639"
"NC",6,"","CFS412","639"
"NC",6,"","CFS413","626"
"NC",6,"","CFS413","639"
"NC",6,"","CFS5","639"
"NC",6,"","CFS541","636"
"NC",6,"","CFS541","639"
"NC",6,"","CFS542","626"
"NC",6,"","CFS542","639"
"NC",6,"","CFS550","608"
"NC",6,"","CFS550","636"
"NC",6,"","CFS550","639"
"NC",6,"","CFS551","607"
"NC",6,"","CFS551","616"
"NC",6,"","CFS551","639"
"NC",6,"","CFS551","647"
"NC",6,"","CFS552","607"
"NC",6,"","CFS552","616"
"NC",6,"","CFS552","639"
"NC",6,"","CFS552","647"
"NC",6,"","CFS553","609"
"NC",6,"","CFS553","639"
"NC",6,"","CFS554","621"
"NC",6,"","CFS554","639"
"NC",6,"","CFS555","621"
"NC",6,"","CFS555","639"
"NC",6,"","CFS556","626"
"NC",6,"","CFS556","639"
"NC",6,"","CFS558","639"
"NC",6,"","CFS6","639"
"NC",6,"","CFS611","618"
"NC",6,"","CFS611","639"
"NC",6,"","CFS612","618"
"NC",6,"","CFS612","639"
"NC",6,"","CFS621","626"
"NC",6,"","CFS621","639"
"NC",6,"","CFS651","607"
"NC",6,"","CFS651","616"
"NC",6,"","CFS651","639"
"NC",6,"","CFS651","647"
"NC",6,"","CFS652","607"
"NC",6,"","CFS652","616"
"NC",6,"","CFS652","639"
"NC",6,"","CFS652","647"
"NC",6,"","CFS653","607"
"NC",6,"","CFS653","616"
"NC",6,"","CFS653","639"
"NC",6,"","CFS653","647"
"NC",6,"","CFS654","603"
"NC",6,"","CFS654","607"
"NC",6,"","CFS654","616"
"NC",6,"","CFS654","639"
"NC",6,"","CFS654","647"
"NC",6,"","CFSC","639"
"NC",6,"","CFSD","639"
"NC",6,"","CFSF","639"
"NC",6,"","CFSM","639"
"NC",6,"CHS131","CH","639"
"NC",6,"CHS131","CHC0","639"
"NC",6,"CHS131","CHC1","639"
"NC",6,"CHS131","CHC2","639"
"NC",6,"CHS131","CHC211","639"
"NC",6,"CHS131","CHC212","613"
"NC",6,"CHS131","CHC212","614"
"NC",6,"CHS131","CHC212","639"
"NC",6,"CHS131","CHC213","613"
"NC",6,"CHS131","CHC213","639"
"NC",6,"CHS131","CHC221","641"
"NC",6,"CWS331","CHC3","639"
"NC",6,"CWS331","CHC311","619"
"NC",6,"CWS331","CHC311","639"
"NC",6,"CWS331","CHC321","641"
"NC",6,"CWS331","CHC322","641"
"NC",6,"CHS331","CHC4","639"
"NC",6,"CHS331","CHC421","641"
"NC",6,"CHC461","CHC461","639"
"NC",6,"CHS331","CHC5","639"
"NC",6,"CHS331","CHC521","641"
"NC",6,"CHS331","CHC551","603"
"NC",6,"CHS331","CHC551","639"
"NC",6,"CHS331","CHC552","603"
"NC",6,"CHS331","CHC552","639"
"NC",6,"CHS331","CHC553","603"
"NC",6,"CHS331","CHC553","639"
"NC",6,"CHS131","CHC6","639"
"NC",6,"CHC611","CHC611","639"
"NC",6,"CHS131","CHC621","641"
"NC",6,"CHS331","CHF0","639"
"NC",6,"CHS331","CHF1","639"
"NC",6,"CHS331","CHF110","647"
"NC",6,"CHS331","CHF110","648"
"NC",6,"CHS331","CHF110","650"
"NC",6,"CHS331","CHF111","616"
"NC",6,"CHS331","CHF111","639"
"NC",6,"CHS331","CHF112","618"
"NC",6,"CHS331","CHF112","639"
"NC",6,"CHS331","CHF120","641"
"NC",6,"CHS331","CHF121","612"
"NC",6,"CHS331","CHF121","639"
"NC",6,"CHS331","CHF122","603"
"NC",6,"CHS331","CHF122","612"
"NC",6,"CHS331","CHF122","639"
"NC",6,"CHS331","CHF123","614"
"NC",6,"CHS331","CHF123","639"
"NC",6,"CHS331","CHF124","603"
"NC",6,"CHS331","CHF124","613"
"NC",6,"CHS331","CHF124","614"
"NC",6,"CHS331","CHF124","639"
"NC",6,"CHS331","CHF125","613"
"NC",6,"CHS331","CHF125","636"
"NC",6,"CHS331","CHF125","639"
"NC",6,"CHS331","CHF131","618"
"NC",6,"CHS331","CHF131","639"
"NC",6,"CHS331","CHF132","618"
"NC",6,"CHS331","CHF132","621"
"NC",6,"CHS331","CHF132","639"
"NC",6,"CHS131","CHF133","621"
"NC",6,"CHS131","CHF133","639"
"NC",6,"CHS131","CHF134","621"
"NC",6,"CHS131","CHF134","639"
"NC",6,"CHS331","CHF135","639"
"NC",6,"CHS331","CHF141","648"
"NC",6,"CHS331","CHF141","650"
"NC",6,"CHS131","CHF142","648"
"NC",6,"CHS131","CHF142","650"
"NC",6,"CHS131","CHF150","647"
"NC",6,"CHS131","CHF150","648"
"NC",6,"CHS131","CHF150","650"
"NC",6,"CHS131","CHF151","616"
"NC",6,"CHS131","CHF151","639"
"NC",6,"CHS331","CHF2","639"
"NC",6,"CHS331","CHF211","618"
"NC",6,"CHS331","CHF211","639"
"NC",6,"CHS331","CHF220","647"
"NC",6,"CHS331","CHF220","648"
"NC",6,"CHS331","CHF220","650"
"NC",6,"CHS331","CHF221","613"
"NC",6,"CHS331","CHF221","614"
"NC",6,"CHS331","CHF221","616"
"NC",6,"CHS331","CHF221","636"
"NC",6,"CHS331","CHF221","639"
"NC",6,"CHS331","CHF221","647"
"NC",6,"CHS331","CHF221","648"
"NC",6,"CHS331","CHF222","613"
"NC",6,"CHS331","CHF222","639"
"NC",6,"CHS331","CHF223","626"
"NC",6,"CHS331","CHF223","639"
"NC",6,"CHS331","CHF231","648"
"NC",6,"CHS331","CHF231","650"
"NC",6,"CHS331","CHF232","648"
"NC",6,"CHS331","CHF232","650"
"NC",6,"CHS331","CHF250","621"
"NC",6,"CHS331","CHF250","639"
"NC",6,"CHS331","CHF3","639"
"NC",6,"CHS331","CHF311","627"
"NC",6,"CHS331","CHF311","638"
"NC",6,"CHS331","CHF311","639"
"NC",6,"CHS331","CHF312","627"
"NC",6,"CHS331","CHF312","639"
"NC",6,"CHS331","CHF313","626"
"NC",6,"CHS331","CHF313","639"
"NC",6,"CHS331","CHF321","616"
"NC",6,"CHS331","CHF321","639"
"NC",6,"CHS331","CHF321","647"
"NC",6,"CHS331","CHF321","648"
"NC",6,"CHS331","CHF4","639"
"NC",6,"CHS331","CHF421","613"
"NC",6,"CHS331","CHF421","639"
"NC",6,"CHS331","CHF422","627"
"NC",6,"CHS331","CHF422","639"
"NC",6,"CHS131","CHF5","639"
"NC",6,"CHS131","CHF511","618"
"NC",6,"CHS131","CHF511","639"
"NC",6,"CHS131","CHF521","627"
"NC",6,"CHS131","CHF521","639"
"NC",6,"CHS131","CHF531","635"
"NC",6,"CHS131","CHF531","639"
"NC",6,"CHS131","CHF911","618"
"NC",6,"CHS131","CHF911","639"
"NC",6,"CHS131","CHH0","639"
"NC",6,"CHS131","CHH1","639"
"NC",6,"CHH111","CHH111","639"
"NC",6,"CHS131","CHH121","641"
"NC",6,"CHS131","CHH122","641"
"NC",6,"CHS131","CHH123","641"
"NC",6,"CHS331","CHH2","639"
"NC",6,"CHS131","CHH3","639"
"NC",6,"CHS131","CHH321","641"
"NC",6,"CHS131","CHH351","603"
"NC",6,"CHS131","CHH351","639"
"NC",6,"CHS331","CHH4","639"
"NC",6,"CHS131","CHH5","639"
"NC",6,"CHS131","CHM0","639"
"NC",6,"CHS331","CHM1","639"
"NC",6,"CHS331","CHM111","618"
"NC",6,"CHS331","CHM111","621"
"NC",6,"CHS331","CHM111","639"
"NC",6,"CHS331","CHM121","613"
"NC",6,"CHS331","CHM121","614"
"NC",6,"CHS331","CHM121","626"
"NC",6,"CHS331","CHM121","639"
"NC",6,"CHS331","CHM121","647"
"NC",6,"CHS131","CHS0","639"
"NC",6,"CHS131","CHS1","639"
"NC",6,"CHS131","CHS110","647"
"NC",6,"CHS131","CHS110","648"
"NC",6,"CHS131","CHS110","650"
"NC",6,"CHS131","CHS111","616"
"NC",6,"CHS131","CHS111","639"
"NC",6,"CHS131","CHS112","639"
"NC",6,"CHS131","CHS113","616"
"NC",6,"CHS131","CHS113","639"
"NC",6,"CHS131","CHS114","616"
"NC",6,"CHS131","CHS114","639"
"NC",6,"CHS131","CHS117","641"
"NC",6,"CHS131","CHS118","641"
"NC",6,"CHS131","CHS119","641"
"NC",6,"CHS131","CHS121","612"
"NC",6,"CHS131","CHS121","639"
"NC",6,"CHS131","CHS122","612"
"NC",6,"CHS131","CHS122","639"
"NC",6,"CHS131","CHS123","612"
"NC",6,"CHS131","CHS123","639"
"NC",6,"CHS131","CHS124","614"
"NC",6,"CHS131","CHS124","616"
"NC",6,"CHS131","CHS124","639"
"NC",6,"CHS131","CHS125","613"
"NC",6,"CHS131","CHS125","614"
"NC",6,"CHS131","CHS125","616"
"NC",6,"CHS131","CHS125","639"
"NC",6,"CHS131","CHS126","613"
"NC",6,"CHS131","CHS126","614"
"NC",6,"CHS131","CHS126","639"
"NC",6,"CHS131","CHS127","613"
"NC",6,"CHS131","CHS127","639"
"NC",6,"CHS131","CHS128","613"
"NC",6,"CHS131","CHS128","636"
"NC",6,"CHS131","CHS128","639"
"NC",6,"CHS131","CHS129","639"
"NC",6,"CHS131","CHS130","639"
"NC",6,"CHS131","CHS131","618"
"NC",6,"CHS131","CHS131","621"
"NC",6,"CHS131","CHS131","639"
"NC",6,"CHS131","CHS132","618"
"NC",6,"CHS131","CHS132","621"
"NC",6,"CHS131","CHS132","639"
"NC",6,"CHS131","CHS133","618"
"NC",6,"CHS131","CHS133","639"
"NC",6,"CHS131","CHS134","618"
"NC",6,"CHS131","CHS134","639"
"NC",6,"CHS131","CHS135","618"
"NC",6,"CHS131","CHS135","621"
"NC",6,"CHS131","CHS135","639"
"NC",6,"CHS131","CHS136","618"
"NC",6,"CHS131","CHS136","639"
"NC",6,"CHS131","CHS137","618"
"NC",6,"CHS131","CHS137","639"
"NC",6,"CHS131","CHS138","618"
"NC",6,"CHS131","CHS138","621"
"NC",6,"CHS131","CHS138","639"
"NC",6,"CHS131","CHS139","618"
"NC",6,"CHS131","CHS139","639"
"NC",6,"CHS131","CHS140","621"
"NC",6,"CHS131","CHS140","639"
"NC",6,"CHS131","CHS141","621"
"NC",6,"CHS131","CHS141","639"
"NC",6,"CHS131","CHS142","626"
"NC",6,"CHS131","CHS142","639"
"NC",6,"CHS331","CHS143","626"
"NC",6,"CHS331","CHS143","639"
"NC",6,"CHS331","CHS144","626"
"NC",6,"CHS331","CHS144","639"
"NC",6,"CHS131","CHS151","648"
"NC",6,"CHS131","CHS151","650"
"NC",6,"CHS131","CHS152","648"
"NC",6,"CHS131","CHS152","650"
"NC",6,"CHS131","CHS153","648"
"NC",6,"CHS131","CHS153","650"
"NC",6,"CHS131","CHS154","648"
"NC",6,"CHS131","CHS154","650"
"NC",6,"CHS131","CHS155","648"
"NC",6,"CHS131","CHS155","650"
"NC",6,"CHS131","CHS156","648"
"NC",6,"CHS131","CHS156","650"
"NC",6,"CHS131","CHS157","648"
"NC",6,"CHS131","CHS157","650"
"NC",6,"CHS131","CHS158","647"
"NC",6,"CHS131","CHS158","648"
"NC",6,"CHS131","CHS158","650"
"NC",6,"CHS131","CHS159","647"
"NC",6,"CHS131","CHS159","648"
"NC",6,"CHS131","CHS159","650"
"NC",6,"CHS131","CHS160","647"
"NC",6,"CHS131","CHS160","648"
"NC",6,"CHS131","CHS160","650"
"NC",6,"CHS131","CHS161","647"
"NC",6,"CHS131","CHS161","648"
"NC",6,"CHS131","CHS161","650"
"NC",6,"CHS131","CHS162","647"
"NC",6,"CHS131","CHS162","648"
"NC",6,"CHS131","CHS162","650"
"NC",6,"CHS131","CHS163","647"
"NC",6,"CHS131","CHS163","648"
"NC",6,"CHS131","CHS163","650"
"NC",6,"CHS131","CHS164","647"
"NC",6,"CHS131","CHS164","648"
"NC",6,"CHS131","CHS164","650"
"NC",6,"CHS331","CHS2","639"
"NC",6,"CHS331","CHS211","635"
"NC",6,"CHS331","CHS211","639"
"NC",6,"CHS131","CHS219","641"
"NC",6,"CHS331","CHS220","641"
"NC",6,"CHS131","CHS221","612"
"NC",6,"CHS131","CHS221","639"
"NC",6,"CHS331","CHS222","603"
"NC",6,"CHS331","CHS222","612"
"NC",6,"CHS331","CHS222","639"
"NC",6,"CHS331","CHS222","648"
"NC",6,"CHS331","CHS223","614"
"NC",6,"CHS331","CHS223","639"
"NC",6,"CHS331","CHS224","613"
