"VARIANT","REGION","HABPVR","PVCODE","PVREF"
"BM",6,"CAG4","",""
"BM",6,"CEF411","",""
"BM",6,"CLS5","",""
"BM",6,"CLS6","",""
"BM",6,"CAG111","CA","639"
"BM",6,"CAG111","CAC0","639"
"BM",6,"CAG111","CAC1","609"
"BM",6,"CAG111","CAC1","639"
"BM",6,"CAG111","CAC111","626"
"BM",6,"CAG111","CAC111","639"
"BM",6,"CAG111","CAC112","626"
"BM",6,"CAG111","CAC112","639"
"BM",6,"CAG111","CAC113","626"
"BM",6,"CAG111","CAC113","639"
"BM",6,"CAG111","CAC114","626"
"BM",6,"CAG111","CAC114","639"
"BM",6,"CAG111","CAC115","626"
"BM",6,"CAG111","CAC115","639"
"BM",6,"CAG111","CAC2","639"
"BM",6,"CAG111","CAC3","639"
"BM",6,"CAG111","CAC4","639"
"BM",6,"CAG111","CAC5","639"
"BM",6,"CAG111","CAC6","639"
"BM",6,"CAG111","CAF0","622"
"BM",6,"CAG111","CAF0","639"
"BM",6,"CAF0","CAF0","640"
"BM",6,"","CAF1","639"
"BM",6,"CAG111","CAF2","622"
"BM",6,"CAG111","CAF2","639"
"BM",6,"CAG111","CAF2","640"
"BM",6,"CAG111","CAF211","623"
"BM",6,"CAG111","CAF211","639"
"BM",6,"CAG111","CAF311","623"
"BM",6,"CAG111","CAF311","639"
"BM",6,"CAG111","CAF312","647"
"BM",6,"CAG111","CAF312","648"
"BM",6,"CAG111","CAF312","650"
"BM",6,"CAG111","CAF321","626"
"BM",6,"CAG111","CAF321","639"
"BM",6,"CAG111","CAF322","640"
"BM",6,"CAG111","CAF323","640"
"BM",6,"CAG111","CAF324","640"
"BM",6,"CAG111","CAG0","639"
"BM",6,"CAG111","CAG1","632"
"BM",6,"CAG111","CAG1","639"
"BM",6,"CAG111","CAG111","604"
"BM",6,"CAG111","CAG111","622"
"BM",6,"CAG111","CAG111","639"
"BM",6,"CAG111","CAG111","640"
"BM",6,"CAG111","CAG112","609"
"BM",6,"CAG111","CAG112","626"
"BM",6,"CAG111","CAG112","627"
"BM",6,"CAG111","CAG112","639"
"BM",6,"CAG111","CAG131","640"
"BM",6,"CAG111","CAG132","640"
"BM",6,"CAG111","CAG133","640"
"BM",6,"CAG111","CAG2","639"
"BM",6,"CAG111","CAG211","623"
"BM",6,"CAG111","CAG211","639"
"BM",6,"CAG111","CAG221","626"
"BM",6,"CAG111","CAG221","639"
"BM",6,"CAG111","CAG221","640"
"BM",6,"CAG111","CAG222","640"
"BM",6,"CAG111","CAG3","622"
"BM",6,"","CAG3","639"
"BM",6,"CAG111","CAG3","640"
"BM",6,"CAG111","CAG311","623"
"BM",6,"CAG111","CAG311","639"
"BM",6,"CAG111","CAG312","623"
"BM",6,"CAG111","CAG312","639"
"BM",6,"CAG111","CAG313","647"
"BM",6,"CAG111","CAG313","648"
"BM",6,"CAG111","CAG313","650"
"BM",6,"CAG111","CAG314","647"
"BM",6,"CAG111","CAG314","648"
"BM",6,"CAG111","CAG314","650"
"BM",6,"CAG111","CAG4","622"
"BM",6,"CAG111","CAG4","639"
"BM",6,"CAG111","CARR","639"
"BM",6,"CAG111","CARS","639"
"BM",6,"CAG111","CARX","639"
"BM",6,"CAG111","CAS0","639"
"BM",6,"CAG111","CAS211","623"
"BM",6,"CAG111","CAS211","639"
"BM",6,"CAG111","CAS212","647"
"BM",6,"CAG111","CAS212","648"
"BM",6,"CAG111","CAS212","650"
"BM",6,"CAG111","CAS221","626"
"BM",6,"CAG111","CAS221","639"
"BM",6,"CAG111","CAS311","626"
"BM",6,"CAG111","CAS311","639"
"BM",6,"CAG111","CAS311","640"
"BM",6,"CAG111","CAS312","640"
"BM",6,"CAG111","CAS313","640"
"BM",6,"CAG111","CAS411","623"
"BM",6,"CAG111","CAS411","639"
"BM",6,"CAG111","CAS412","647"
"BM",6,"CAG111","CAS412","648"
"BM",6,"CAG111","CAS412","650"
"BM",6,"CAG111","CAS421","626"
"BM",6,"CAG111","CAS421","639"
"BM",6,"CAG111","CAS422","640"
"BM",6,"CAG111","CAS423","640"
"BM",6,"CAG111","CAS424","640"
"BM",6,"CAG111","CAS511","640"
"BM",6,"CAG111","CAS512","640"
"BM",6,"CAG111","CAS611","640"
"BM",6,"CAG111","CAS621","640"
"BM",6,"CAG111","CAS622","640"
"BM",6,"CAG111","CAS623","640"
"BM",6,"CAG111","CAS624","640"
"BM",6,"CAG111","CAS625","640"
"BM",6,"CAG111","CAS626","640"
"BM",6,"CAG111","CAS627","640"
"BM",6,"CAG111","CAS628","640"
"BM",6,"CAG111","CAS629","640"
"BM",6,"CAG111","CAXX","639"
"BM",6,"","CC","639"
"BM",6,"","CCC0","639"
"BM",6,"","CCC1","639"
"BM",6,"","CCC2","639"
"BM",6,"","CCF0","639"
"BM",6,"","CCF1","639"
"BM",6,"","CCF110","625"
"BM",6,"","CCF110","639"
"BM",6,"","CCF121","632"
"BM",6,"","CCF121","639"
"BM",6,"","CCF211","619"
"BM",6,"","CCF211","639"
"BM",6,"","CCF212","620"
"BM",6,"","CCF212","639"
"BM",6,"","CCF221","627"
"BM",6,"CDC712","CCF221","638"
"BM",6,"CDC712","CCF221","639"
"BM",6,"CDC712","CCF222","627"
"BM",6,"CDC712","CCF222","631"
"BM",6,"CDC712","CCF222","639"
"BM",6,"CDC712","CCF231","631"
"BM",6,"CDC712","CCF232","631"
"BM",6,"CDC712","CCFA","639"
"BM",6,"","CCM0","639"
"BM",6,"","CCM1","639"
"BM",6,"","CCM2","639"
"BM",6,"","CCM3","639"
"BM",6,"","CCS0","639"
"BM",6,"","CCS1","639"
"BM",6,"","CCS110","625"
"BM",6,"","CCS110","639"
"BM",6,"","CCS2","639"
"BM",6,"","CCS211","626"
"BM",6,"","CCS211","627"
"BM",6,"","CCS211","632"
"BM",6,"","CCS211","639"
"BM",6,"","CCS221","639"
"BM",6,"","CCS3","639"
"BM",6,"","CCS311","627"
"BM",6,"","CCS311","639"
"BM",6,"","CCS321","632"
"BM",6,"","CCS321","639"
"BM",6,"","CCS4","639"
"BM",6,"","CCS5","639"
"BM",6,"","CCS521","641"
"BM",6,"","CD","639"
"BM",6,"","CDC0","639"
"BM",6,"","CDC1","639"
"BM",6,"","CDC2","639"
"BM",6,"","CDC3","639"
"BM",6,"","CDC321","641"
"BM",6,"","CDC322","641"
"BM",6,"CDG112","CDC323","641"
"BM",6,"CDG112","CDC4","639"
"BM",6,"CDG112","CDC421","641"
"BM",6,"CDG112","CDC422","641"
"BM",6,"CDG112","CDC5","639"
"BM",6,"CDG112","CDC511","635"
"BM",6,"CDG112","CDC511","639"
"BM",6,"CDG112","CDC512","635"
"BM",6,"CDG112","CDC512","639"
"BM",6,"CDG112","CDC521","641"
"BM",6,"CDG112","CDC6","639"
"BM",6,"","CDC7","639"
"BM",6,"CDG121","CDC710","647"
"BM",6,"CDG121","CDC710","648"
"BM",6,"CDG121","CDC710","650"
"BM",6,"","CDC711","616"
"BM",6,"","CDC711","639"
"BM",6,"CDG715","CDC712","616"
"BM",6,"CDG715","CDC712","639"
"BM",6,"CDG715","CDC712","648"
"BM",6,"","CDC713","616"
"BM",6,"","CDC713","639"
"BM",6,"CDG121","CDC714","648"
"BM",6,"CDG121","CDC714","650"
"BM",6,"CDG715","CDC715","647"
"BM",6,"CDG112","CDF0","639"
"BM",6,"","CDF1","639"
"BM",6,"CDG112","CDF2","639"
"BM",6,"CDG112","CDF211","639"
"BM",6,"CDG112","CDF3","639"
"BM",6,"CDG112","CDF311","639"
"BM",6,"CDG112","CDF312","639"
"BM",6,"CDG112","CDF313","640"
"BM",6,"CDG112","CDF4","639"
"BM",6,"CDG112","CDF411","626"
"BM",6,"CDG112","CDF411","639"
"BM",6,"CDG112","CDG0","639"
"BM",6,"CDG112","CDG1","639"
"BM",6,"CDG111","CDG111","604"
"BM",6,"CDG111","CDG111","622"
"BM",6,"CDG111","CDG111","639"
"BM",6,"CDG111","CDG111","640"
"BM",6,"CDG112","CDG112","622"
"BM",6,"CDG112","CDG112","628"
"BM",6,"CDG112","CDG112","639"
"BM",6,"CDG112","CDG112","640"
"BM",6,"CDG112","CDG113","639"
"BM",6,"CDG121","CDG121","615"
"BM",6,"CDG121","CDG121","632"
"BM",6,"CDG121","CDG121","639"
"BM",6,"CDG121","CDG121","640"
"BM",6,"CDG121","CDG122","631"
"BM",6,"CDG121","CDG122","632"
"BM",6,"CDG121","CDG122","639"
"BM",6,"CDG121","CDG123","609"
"BM",6,"CDG121","CDG123","627"
"BM",6,"CDG121","CDG123","639"
"BM",6,"CDG121","CDG131","609"
"BM",6,"CDG121","CDG131","626"
"BM",6,"CDG121","CDG131","627"
"BM",6,"CDG121","CDG131","631"
"BM",6,"CDG121","CDG131","638"
"BM",6,"CDG121","CDG131","639"
"BM",6,"CDG111","CDG132","626"
"BM",6,"CDG111","CDG132","639"
"BM",6,"CDG121","CDG134","626"
"BM",6,"CDG121","CDG134","639"
"BM",6,"CDG111","CDG141","619"
"BM",6,"CDG111","CDG141","639"
"BM",6,"CDG111","CDG142","639"
"BM",6,"CDG121","CDG2","639"
"BM",6,"CDG121","CDG3","639"
"BM",6,"CDS611","CDG311","609"
"BM",6,"CDS611","CDG311","627"
"BM",6,"CDS611","CDG311","639"
"BM",6,"CDG121","CDG321","619"
"BM",6,"CDG121","CDG321","639"
"BM",6,"CDG121","CDG322","626"
"BM",6,"CDG121","CDG322","639"
"BM",6,"CDG121","CDG323","626"
"BM",6,"CDG121","CDG323","639"
"BM",6,"CDG121","CDG331","628"
"BM",6,"CDG121","CDG331","639"
"BM",6,"CDG121","CDG332","631"
"BM",6,"CDG121","CDG332","639"
"BM",6,"CDG121","CDG333","640"
"BM",6,"CDG121","CDG8","639"
"BM",6,"CDS611","CDH0","639"
"BM",6,"","CDH1","639"
"BM",6,"CDS611","CDH2","639"
"BM",6,"CDS611","CDH3","639"
"BM",6,"CDS611","CDH321","641"
"BM",6,"","CDH4","639"
"BM",6,"CDS611","CDH5","639"
"BM",6,"CDS611","CDH521","641"
"BM",6,"CDS611","CDH522","641"
"BM",6,"CDS611","CDH524","641"
"BM",6,"","CDH6","639"
"BM",6,"CDS611","CDRR","639"
"BM",6,"CDS611","CDRS","639"
"BM",6,"CDS611","CDRX","639"
"BM",6,"CDS611","CDS0","639"
"BM",6,"CDS611","CDS1","639"
"BM",6,"CDS611","CDS121","641"
"BM",6,"CDS611","CDS122","641"
"BM",6,"CDS611","CDS123","641"
"BM",6,"CDS611","CDS124","647"
"BM",6,"CDS611","CDS124","648"
"BM",6,"CDS611","CDS124","650"
"BM",6,"CDS611","CDS151","603"
"BM",6,"CDS611","CDS151","639"
"BM",6,"CDS611","CDS2","639"
"BM",6,"CDS611","CDS211","616"
"BM",6,"CDS611","CDS211","639"
"BM",6,"CDS611","CDS212","616"
"BM",6,"CDS611","CDS212","639"
"BM",6,"CDS611","CDS212","647"
"BM",6,"CDS611","CDS212","648"
"BM",6,"CDS611","CDS213","616"
"BM",6,"CDS611","CDS213","639"
"BM",6,"CDS611","CDS213","647"
"BM",6,"CDS611","CDS213","648"
"BM",6,"CDS611","CDS214","641"
"BM",6,"CDS611","CDS215","641"
"BM",6,"CDS611","CDS216","647"
"BM",6,"CDS611","CDS216","648"
"BM",6,"CDS611","CDS216","650"
"BM",6,"CDS611","CDS217","647"
"BM",6,"CDS611","CDS217","648"
"BM",6,"CDS611","CDS217","650"
"BM",6,"CDS611","CDS221","618"
"BM",6,"CDS611","CDS221","639"
"BM",6,"CDS611","CDS231","619"
"BM",6,"CDS611","CDS231","639"
"BM",6,"","CDS241","620"
"BM",6,"","CDS241","639"
"BM",6,"","CDS252","603"
"BM",6,"","CDS252","639"
"BM",6,"","CDS253","603"
"BM",6,"","CDS253","639"
"BM",6,"","CDS254","603"
"BM",6,"","CDS254","639"
"BM",6,"","CDS255","618"
"BM",6,"","CDS255","639"
"BM",6,"","CDS3","639"
"BM",6,"CDC712","CDS301","642"
"BM",6,"","CDS311","603"
"BM",6,"","CDS311","639"
"BM",6,"CDC712","CDS312","647"
"BM",6,"CDC712","CDS312","648"
"BM",6,"CDC712","CDS312","650"
"BM",6,"CDS611","CDS4","639"
"BM",6,"CDS611","CDS411","609"
"BM",6,"CDS611","CDS411","626"
"BM",6,"CDS611","CDS411","639"
"BM",6,"CDS611","CDS412","626"
"BM",6,"CDS611","CDS412","639"
"BM",6,"","CDS5","639"
"BM",6,"","CDS511","628"
"BM",6,"","CDS511","639"
"BM",6,"CDG121","CDS512","639"
"BM",6,"CDG121","CDS512","647"
"BM",6,"CDG121","CDS512","648"
"BM",6,"CDDG121","CDS512","650"
"BM",6,"","CDS521","641"
"BM",6,"","CDS522","641"
"BM",6,"","CDS523","641"
"BM",6,"","CDS524","641"
"BM",6,"CDS622","CDS6","639"
"BM",6,"CDS622","CDS611","604"
"BM",6,"CDS611","CDS611","622"
"BM",6,"CDS611","CDS611","631"
"BM",6,"CDS611","CDS611","639"
"BM",6,"CDS611","CDS611","640"
"BM",6,"CDS622","CDS612","611"
"BM",6,"CDS622","CDS612","639"
"BM",6,"CDS622","CDS613","611"
"BM",6,"CDS622","CDS613","639"
"BM",6,"CDS622","CDS614","611"
"BM",6,"CDS622","CDS614","639"
"BM",6,"CDS622","CDS621","639"
"BM",6,"CDS622","CDS622","615"
"BM",6,"CDS622","CDS622","639"
"BM",6,"CDS622","CDS622","640"
"BM",6,"CDS623","CDS623","615"
"BM",6,"CDS623","CDS623","639"
"BM",6,"CDS623","CDS623","640"
"BM",6,"CDS624","CDS624","622"
"BM",6,"CDS624","CDS624","639"
"BM",6,"CDS624","CDS624","640"
"BM",6,"CDS623","CDS625","622"
"BM",6,"CDS623","CDS625","639"
"BM",6,"CDS623","CDS625","640"
"BM",6,"CDS623","CDS626","639"
"BM",6,"CDS624","CDS627","631"
"BM",6,"CDS624","CDS627","632"
"BM",6,"CDS624","CDS627","638"
"BM",6,"CDS624","CDS627","639"
"BM",6,"CDS624","CDS628","624"
"BM",6,"CDS624","CDS628","639"
"BM",6,"CDS624","CDS628","640"
"BM",6,"CDS611","CDS631","609"
"BM",6,"CDS611","CDS631","639"
"BM",6,"CDS623","CDS632","609"
"BM",6,"CDS623","CDS632","626"
"BM",6,"CDS623","CDS632","627"
"BM",6,"CDS623","CDS632","639"
"BM",6,"CDS624","CDS633","609"
"BM",6,"CDS624","CDS633","627"
"BM",6,"CDS624","CDS633","639"
"BM",6,"CDS634","CDS634","615"
"BM",6,"CDS634","CDS634","639"
"BM",6,"CDS634","CDS634","640"
"BM",6,"CDS634","CDS635","631"
"BM",6,"CDS634","CDS635","639"
"BM",6,"CDS624","CDS636","626"
"BM",6,"CDS624","CDS636","639"
"BM",6,"CDS624","CDS637","626"
"BM",6,"CDS624","CDS637","639"
"BM",6,"CDS624","CDS638","626"
"BM",6,"CDS624","CDS638","639"
"BM",6,"CDS634","CDS639","626"
"BM",6,"CDS634","CDS639","639"
"BM",6,"CDS634","CDS640","626"
"BM",6,"CDS634","CDS640","639"
"BM",6,"CDS623","CDS641","616"
"BM",6,"CDS623","CDS641","639"
"BM",6,"CDS623","CDS642","640"
"BM",6,"","CDS651","618"
"BM",6,"","CDS651","639"
"BM",6,"","CDS652","636"
"BM",6,"","CDS652","639"
"BM",6,"","CDS653","626"
"BM",6,"","CDS653","639"
"BM",6,"","CDS654","626"
"BM",6,"","CDS654","639"
"BM",6,"","CDS655","626"
"BM",6,"","CDS655","639"
"BM",6,"","CDS661","619"
"BM",6,"","CDS661","639"
"BM",6,"","CDS662","619"
"BM",6,"","CDS662","639"
"BM",6,"","CDS663","641"
"BM",6,"CDS623","CDS664","640"
"BM",6,"","CDS671","639"
"BM",6,"","CDS672","639"
"BM",6,"","CDS673","626"
"BM",6,"","CDS673","639"
"BM",6,"","CDS674","626"
"BM",6,"","CDS674","639"
"BM",6,"","CDS675","626"
"BM",6,"","CDS675","639"
"BM",6,"CDS711","CDS7","628"
"BM",6,"CDS711","CDS7","639"
"BM",6,"CDS711","CDS711","604"
"BM",6,"CDS711","CDS711","615"
"BM",6,"CDS711","CDS711","622"
"BM",6,"CDS711","CDS711","639"
"BM",6,"CDS711","CDS711","640"
"BM",6,"CDS711","CDS715","609"
"BM",6,"CDS711","CDS715","627"
"BM",6,"CDS711","CDS715","631"
"BM",6,"CDS711","CDS715","638"
"BM",6,"CDS711","CDS715","639"
"BM",6,"CDS711","CDS716","627"
"BM",6,"CDS711","CDS716","631"
"BM",6,"CDS711","CDS716","639"
"BM",6,"CDS711","CDS717","639"
"BM",6,"CDS711","CDS721","632"
"BM",6,"CDS711","CDS721","639"
"BM",6,"CDS722","CDS722","615"
"BM",6,"CDS722","CDS722","639"
"BM",6,"CDS722","CDS722","640"
"BM",6,"CDS722","CDS723","639"
"BM",6,"CDS722","CDS724","624"
"BM",6,"CDS722","CDS724","639"
"BM",6,"CDS722","CDS724","640"
"BM",6,"CDS722","CDS725","640"
"BM",6,"CDS821","CDS8","639"
"BM",6,"CDS821","CDS811","609"
"BM",6,"CDS821","CDS811","639"
"BM",6,"CDS821","CDS812","615"
"BM",6,"CDS821","CDS812","639"
"BM",6,"CDS821","CDS812","640"
"BM",6,"CDS821","CDS813","627"
"BM",6,"CDS821","CDS813","639"
"BM",6,"CDS821","CDS814","627"
"BM",6,"CDS821","CDS814","639"
"BM",6,"CDS821","CDS815","639"
"BM",6,"CDS821","CDS821","622"
"BM",6,"CDS821","CDS821","639"
"BM",6,"CDS821","CDS821","640"
"BM",6,"CDS821","CDS822","639"
"BM",6,"CDS821","CDS831","626"
"BM",6,"CDS821","CDS831","639"
"BM",6,"CDS821","CDS832","626"
"BM",6,"CDS821","CDS832","639"
"BM",6,"CDS821","CDS833","626"
"BM",6,"CDS821","CDS833","639"
"BM",6,"CDS821","CDS911","640"
"BM",6,"CDS821","CDSD","622"
"BM",6,"CDS821","CDSD","639"
"BM",6,"CDS821","CDSD","640"
"BM",6,"CDS821","CE","639"
"BM",6,"CDS821","CEC0","639"
"BM",6,"CDS821","CEC1","639"
"BM",6,"CDS821","CEC2","639"
"BM",6,"CDS821","CEF0","639"
"BM",6,"CDS821","CEF1","639"
"BM",6,"CDS821","CEF111","627"
"BM",6,"CDS821","CEF111","632"
"BM",6,"CDS821","CEF111","639"
"BM",6,"CDS821","CEF111","640"
"BM",6,"CDS821","CEF2","639"
"BM",6,"CDS821","CEF2","640"
"BM",6,"CEF221","CEF211","609"
"BM",6,"CEF221","CEF211","627"
"BM",6,"CEF211","CEF211","631"
"BM",6,"CEF221","CEF211","639"
"BM",6,"CEF221","CEF221","615"
"BM",6,"CEF221","CEF221","639"
"BM",6,"CEF221","CEF221","640"
"BM",6,"CEF221","CEF222","626"
"BM",6,"CEF221","CEF222","639"
"BM",6,"CEF221","CEF231","639"
"BM",6,"CEF221","CEF3","639"
"BM",6,"CEF311","CEF311","615"
"BM",6,"CEF311","CEF311","639"
"BM",6,"CEF311","CEF311","640"
"BM",6,"CEF311","CEF321","618"
"BM",6,"CEF311","CEF321","639"
"BM",6,"CEF331","CEF331","622"
"BM",6,"CEF331","CEF331","639"
"BM",6,"CEF331","CEF331","640"
"BM",6,"CEF331","CEF332","624"
"BM",6,"CEF331","CEF332","639"
"BM",6,"CEF331","CEF332","640"
"BM",6,"CEF331","CEF333","624"
"BM",6,"CEF331","CEF333","639"
"BM",6,"CEF331","CEF333","640"
"BM",6,"CEF331","CEF334","624"
"BM",6,"CEF331","CEF334","639"
"BM",6,"CEF331","CEF334","640"
"BM",6,"CEF331","CEF335","624"
"BM",6,"CEF331","CEF335","639"
"BM",6,"CEF331","CEF335","640"
"BM",6,"CEF331","CEF336","640"
"BM",6,"CEF331","CEF341","621"
"BM",6,"CEF331","CEF341","639"
"BM",6,"CEF331","CEF4","639"
"BM",6,"CEF331","CEF411","615"
"BM",6,"CEF331","CEF411","639"
"BM",6,"CEF331","CEF411","640"
"BM",6,"CEF331","CEF412","640"
"BM",6,"CEF331","CEF421","627"
"BM",6,"CEF331","CEF421","639"
"BM",6,"CEF331","CEF422","626"
"BM",6,"CEF331","CEF422","627"
"BM",6,"CEF331","CEF422","639"
"BM",6,"CEF331","CEF423","627"
"BM",6,"CEF331","CEF423","639"
"BM",6,"CEF331","CEF424","626"
"BM",6,"CEF331","CEF424","639"
"BM",6,"","CEF425","640"
"BM",6,"","CEF426","640"
"BM",6,"CEF331","CEF431","639"
"BM",6,"CEF331","CEF432","639"
"BM",6,"CEF331","CEF433","639"
"BM",6,"CEF331","CEF434","639"
"BM",6,"CEF331","CEF435","639"
"BM",6,"CEF331","CEF435","640"
"BM",6,"CEF331","CEF436","640"
"BM",6,"CEF331","CEF437","640"
"BM",6,"CEF331","CEF441","631"
"BM",6,"CEF331","CEF511","640"
"BM",6,"CEF331","CEFM","639"
"BM",6,"CEF331","CEFW","639"
"BM",6,"CEF331","CEG0","639"
"BM",6,"CEF331","CEG1","639"
"BM",6,"CEF331","CEG111","639"
"BM",6,"CEF331","CEG121","626"
"BM",6,"CEF331","CEG121","639"
"BM",6,"CEF331","CEG131","640"
"BM",6,"CEF331","CEG2","639"
"BM",6,"CEF331","CEG201","640"
"BM",6,"CEF331","CEG211","639"
"BM",6,"CEF331","CEG3","639"
"BM",6,"CEM111","CEG310","639"
"BM",6,"CEM111","CEG311","609"
"BM",6,"CEM111","CEG311","626"
"BM",6,"CEM111","CEG311","627"
"BM",6,"CEM111","CEG311","631"
"BM",6,"CEM111","CEG311","639"
"BM",6,"CEM111","CEG312","615"
"BM",6,"CEM111","CEG312","639"
"BM",6,"CEM111","CEG312","640"
"BM",6,"CEM111","CEG321","639"
"BM",6,"CEM111","CEG322","639"
"BM",6,"CEM111","CEG323","640"
"BM",6,"CEM111","CEG411","640"
"BM",6,"CEM111","CEG412","640"
"BM",6,"CEM111","CEG413","640"
"BM",6,"CEM111","CEG414","640"
"BM",6,"CEM111","CEM0","639"
"BM",6,"CEM111","CEM1","639"
"BM",6,"CEM111","CEM111","617"
"BM",6,"CEM111","CEM111","639"
"BM",6,"CEM111","CEM121","624"
"BM",6,"CEM111","CEM121","639"
"BM",6,"CEM111","CEM121","640"
"BM",6,"CEM111","CEM122","640"
"BM",6,"CEM111","CEM123","640"
"BM",6,"CEM111","CEM124","640"
"BM",6,"CEM111","CEM125","640"
"BM",6,"CEM111","CEM126","640"
"BM",6,"CEM111","CEM2","639"
"BM",6,"CEM111","CEM201","640"
"BM",6,"CEM111","CEM211","609"
"BM",6,"CEM111","CEM211","624"
"BM",6,"CEM111","CEM211","626"
"BM",6,"CEM111","CEM211","627"
"BM",6,"CEM111","CEM211","639"
"BM",6,"CEM111","CEM211","640"
"BM",6,"CEM111","CEM212","639"
"BM",6,"CEM111","CEM213","639"
"BM",6,"CEM221","CEM221","617"
"BM",6,"CEM221","CEM221","639"
"BM",6,"CEM222","CEM222","617"
"BM",6,"CEM222","CEM222","639"
"BM",6,"","CEM3","639"
"BM",6,"CEM311","CEM311","617"
"BM",6,"CEM311","CEM311","639"
"BM",6,"CEM312","CEM312","617"
"BM",6,"CEM312","CEM312","639"
"BM",6,"","CEM313","640"
"BM",6,"CES131","CERR","639"
"BM",6,"CES131","CERS","639"
"BM",6,"CES131","CERX","639"
"BM",6,"CEM311","CES0","639"
"BM",6,"CEM311","CES1","639"
"BM",6,"CEM311","CES111","609"
"BM",6,"CEM311","CES111","631"
"BM",6,"CEM311","CES111","639"
"BM",6,"CEM311","CES112","626"
"BM",6,"CEM311","CES112","639"
"BM",6,"CEM311","CES113","626"
"BM",6,"CEM311","CES113","639"
"BM",6,"CEM311","CES121","632"
"BM",6,"CEM311","CES121","639"
"BM",6,"CES131","CES131","615"
"BM",6,"CES131","CES131","639"
"BM",6,"CES131","CES131","640"
"BM",6,"CES221","CES141","639"
"BM",6,"CEM311","CES142","639"
"BM",6,"CES221","CES143","639"
"BM",6,"CES221","CES151","631"
"BM",6,"CES221","CES2","639"
"BM",6,"CES221","CES2","640"
"BM",6,"CES221","CES210","627"
"BM",6,"CES221","CES210","639"
"BM",6,"CES221","CES211","609"
"BM",6,"CES221","CES211","626"
"BM",6,"CES221","CES211","627"
"BM",6,"CES221","CES211","631"
"BM",6,"CES221","CES211","639"
"BM",6,"CES221","CES212","618"
"BM",6,"CES221","CES212","639"
"BM",6,"CES221","CES213","626"
"BM",6,"CES221","CES213","639"
"BM",6,"CES221","CES214","640"
"BM",6,"CES221","CES215","640"
"BM",6,"CES221","CES221","615"
"BM",6,"CES221","CES221","622"
"BM",6,"CES221","CES221","639"
"BM",6,"CES221","CES221","640"
"BM",6,"CES221","CES231","632"
"BM",6,"CES221","CES231","639"
"BM",6,"CES221","CES232","639"
"BM",6,"CES311","CES3","639"
"BM",6,"CES311","CES311","604"
"BM",6,"CES311","CES311","622"
"BM",6,"CES311","CES311","628"
"BM",6,"CES311","CES311","639"
"BM",6,"CES311","CES311","640"
"BM",6,"CES311","CES312","609"
"BM",6,"CES311","CES312","631"
"BM",6,"CES311","CES312","639"
"BM",6,"CES311","CES313","627"
"BM",6,"CES311","CES313","639"
"BM",6,"CES314","CES314","622"
"BM",6,"CES314","CES314","639"
"BM",6,"CES314","CES314","640"
"BM",6,"CES315","CES315","615"
"BM",6,"CES315","CES315","639"
"BM",6,"CES315","CES315","640"
"BM",6,"CES315","CES316","640"
"BM",6,"CES315","CES321","618"
"BM",6,"CES315","CES321","639"
"BM",6,"CES315","CES331","639"
"BM",6,"CES315","CES341","626"
"BM",6,"CES315","CES341","639"
"BM",6,"CES315","CES342","626"
"BM",6,"CES315","CES342","639"
"BM",6,"CES411","CES4","639"
"BM",6,"CES411","CES411","604"
"BM",6,"CES411","CES411","622"
"BM",6,"CES411","CES411","628"
"BM",6,"CES411","CES411","639"
"BM",6,"CES411","CES411","640"
"BM",6,"CES411","CES412","609"
"BM",6,"CES411","CES412","627"
"BM",6,"CES411","CES412","639"
"BM",6,"CES411","CES413","609"
"BM",6,"CES411","CES413","626"
"BM",6,"CES411","CES413","639"
"BM",6,"CES414","CES414","622"
"BM",6,"CES414","CES414","639"
"BM",6,"CES414","CES414","640"
"BM",6,"CES415","CES415","615"
"BM",6,"CES415","CES415","639"
"BM",6,"CES415","CES415","640"
"BM",6,"CES411","CES421","632"
"BM",6,"CES411","CES421","639"
"BM",6,"CES411","CES422","626"
"BM",6,"CES411","CES422","627"
"BM",6,"CES411","CES422","639"
"BM",6,"CES411","CES423","626"
"BM",6,"CES411","CES423","639"
"BM",6,"CES411","CES424","626"
"BM",6,"CES411","CES424","639"
"BM",6,"CES411","CES425","626"
"BM",6,"CES411","CES425","639"
"BM",6,"CES411","CES426","626"
"BM",6,"CES411","CES426","639"
"BM",6,"CES411","CES427","640"
"BM",6,"CES411","CES428","640"
"BM",6,"CES411","CES429","640"
"BM",6,"CES411","CES5","639"
"BM",6,"CES411","CES511","624"
"BM",6,"CES411","CES511","639"
"BM",6,"CES411","CES511","640"
"BM",6,"CES411","CES6","639"
"BM",6,"CES411","CES610","640"
"BM",6,"CES411","CES611","609"
"BM",6,"CES411","CES611","631"
"BM",6,"CES411","CES611","639"
"BM",6,"CES411","CES612","640"
"BM",6,"CES411","CES621","618"
"BM",6,"CES411","CES621","639"
"BM",6,"CES411","CES631","639"
"BM",6,"CES411","CES7","639"
"BM",6,"CES411","CES710","640"
"BM",6,"CES411","CES8","640"
"BM",6,"CES411","CEX104","639"
"BM",6,"CES411","CEX204","639"
"BM",6,"","CF","639"
"BM",6,"","CFC0","639"
"BM",6,"","CFC1","639"
"BM",6,"","CFC121","641"
"BM",6,"","CFC151","603"
"BM",6,"","CFC151","639"
"BM",6,"","CFC2","639"
"BM",6,"","CFC221","641"
"BM",6,"","CFC251","607"
